scorer,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
620,342.275,136.169,1.0,350.356,134.689,1.0,379.859,133.696,1.0,425.521,149.86,1.0,427.888,156.524,1.0,410.369,174.394,1.0
621,342.271,136.772,1.0,350.43,134.991,1.0,380.03,134.001,1.0,423.089,147.999,1.0,426.806,155.749,1.0,410.255,174.289,1.0
622,342.282,136.758,1.0,350.473,134.989,1.0,380.036,133.99,1.0,423.086,147.99,1.0,426.804,155.752,1.0,410.238,174.278,1.0
623,342.393,136.863,1.0,350.879,134.825,1.0,380.054,134.403,1.0,421.947,147.014,1.0,426.178,154.276,1.0,410.535,174.524,1.0
624,342.091,136.844,1.0,350.546,134.928,1.0,379.821,134.698,1.0,423.235,145.603,1.0,425.505,153.639,1.0,411.001,173.94,1.0
625,342.218,136.671,1.0,351.725,134.032,1.0,380.146,134.99,1.0,421.795,139.037,1.0,423.981,152.181,1.0,410.766,173.336,1.0
626,342.757,136.906,1.0,351.351,134.388,1.0,379.952,134.956,1.0,421.919,138.556,1.0,419.089,149.954,1.0,411.032,173.454,1.0
627,342.554,137.499,1.0,351.85,134.283,1.0,380.068,134.641,1.0,420.293,137.579,1.0,417.659,148.759,1.0,410.934,173.411,1.0
628,342.554,137.498,1.0,351.849,134.284,1.0,380.066,134.642,1.0,420.292,137.579,1.0,417.657,148.756,1.0,410.931,173.411,1.0
629,342.308,137.113,1.0,351.912,133.672,1.0,379.889,134.325,1.0,412.549,140.581,1.0,416.957,148.125,1.0,411.173,173.936,1.0
630,342.027,136.669,1.0,351.752,133.725,1.0,379.767,134.58,1.0,411.644,141.023,1.0,415.35,146.605,1.0,411.175,174.431,1.0
631,340.893,135.29,1.0,351.528,133.002,1.0,379.948,134.653,1.0,410.78,140.749,1.0,414.493,146.15,1.0,411.38,174.833,1.0
632,341.276,136.205,1.0,351.351,133.329,1.0,379.638,134.744,1.0,408.8,138.908,1.0,419.676,137.865,1.0,411.97,175.248,1.0
633,341.319,136.266,1.0,350.984,133.472,1.0,379.286,134.935,1.0,407.737,136.101,1.0,419.509,136.952,1.0,412.182,175.367,1.0
634,341.314,136.265,1.0,350.986,133.465,1.0,379.289,134.926,1.0,407.738,136.097,1.0,419.525,136.958,1.0,412.185,175.362,1.0
635,341.364,135.99,1.0,351.282,133.281,1.0,379.986,134.822,1.0,409.451,136.594,1.0,409.695,148.812,1.0,412.526,174.207,1.0
636,341.67,135.859,1.0,350.963,133.658,1.0,379.857,134.646,1.0,405.806,133.296,1.0,408.313,145.845,1.0,413.683,173.946,1.0
637,406.564,132.43,1.0,409.124,144.726,1.0,414.612,173.64,1.0,341.906,135.939,1.0,350.937,133.62,1.0,379.432,134.025,1.0
638,341.78,135.85,1.0,351.42,133.263,1.0,378.831,133.675,1.0,408.462,126.001,1.0,409.432,140.854,1.0,415.029,173.082,1.0
639,341.699,135.681,1.0,351.362,133.108,1.0,378.775,133.911,1.0,409.558,125.264,1.0,410.246,140.849,1.0,415.096,172.882,1.0
640,341.699,135.681,1.0,351.359,133.111,1.0,378.772,133.916,1.0,409.559,125.272,1.0,410.248,140.857,1.0,415.101,172.892,1.0
641,341.697,135.58,1.0,351.151,133.346,1.0,378.69,133.921,1.0,409.326,124.739,1.0,410.135,138.912,1.0,415.298,172.897,1.0
642,341.965,135.574,1.0,350.554,133.661,1.0,378.847,133.723,1.0,409.562,124.801,1.0,410.714,138.752,1.0,415.973,177.53,1.0
643,341.955,135.524,1.0,350.908,133.597,1.0,379.01,134.095,1.0,409.523,124.981,1.0,410.649,138.505,1.0,416.069,177.421,1.0
644,342.059,135.884,1.0,351.632,133.374,1.0,379.409,133.902,1.0,408.43,124.344,1.0,410.601,137.524,1.0,417.126,176.626,1.0
645,341.765,135.713,1.0,351.813,133.304,1.0,379.718,134.495,1.0,407.461,124.856,1.0,411.874,134.875,1.0,417.691,176.171,1.0
646,341.771,135.707,1.0,351.816,133.298,1.0,379.711,134.498,1.0,407.458,124.848,1.0,411.871,134.877,1.0,417.688,176.167,1.0
647,341.681,135.678,1.0,351.131,133.431,1.0,379.845,134.456,1.0,404.81,128.685,1.0,408.619,138.002,1.0,417.827,176.086,1.0
648,341.673,135.546,1.0,350.618,133.761,1.0,379.101,134.705,1.0,404.237,124.231,1.0,408.981,136.552,1.0,418.418,175.353,1.0
649,341.274,135.449,1.0,350.788,133.581,1.0,379.18,134.731,1.0,394.253,132.068,1.0,407.131,136.017,1.0,419.013,174.109,1.0
650,340.439,134.823,1.0,350.448,133.284,1.0,379.907,134.098,1.0,393.107,132.572,1.0,404.952,135.521,1.0,419.907,171.097,1.0
651,340.648,134.865,1.0,350.654,133.116,1.0,380.265,134.545,1.0,391.932,133.819,1.0,402.685,135.593,1.0,420.111,168.01,1.0
652,340.638,134.859,1.0,350.646,133.122,1.0,380.261,134.551,1.0,391.934,133.827,1.0,402.685,135.598,1.0,420.107,168.002,1.0
653,340.262,134.897,1.0,351.072,132.852,1.0,380.601,134.47,1.0,390.515,134.8,1.0,400.794,136.151,1.0,420.34,166.013,1.0
654,340.128,134.685,1.0,350.162,133.053,1.0,380.08,134.343,1.0,387.552,134.567,1.0,399.088,136.117,1.0,422.525,162.0,1.0
655,340.254,134.632,1.0,350.337,132.99,1.0,379.835,134.333,1.0,387.236,136.587,1.0,399.092,137.433,1.0,422.531,162.1,1.0
656,337.731,137.3,1.0,350.206,133.117,1.0,378.896,134.791,1.0,385.895,135.662,1.0,394.979,137.958,1.0,426.177,158.896,1.0
657,339.764,134.524,1.0,350.217,132.871,1.0,377.757,134.946,1.0,383.345,135.714,1.0,397.479,135.273,1.0,426.43,159.145,1.0
658,339.766,134.517,1.0,350.228,132.865,1.0,377.757,134.94,1.0,383.358,135.703,1.0,397.493,135.279,1.0,426.433,159.149,1.0
659,337.776,138.066,1.0,349.068,133.425,1.0,372.226,134.31,1.0,380.445,132.423,1.0,395.721,135.261,1.0,425.583,158.594,1.0
660,337.767,137.983,1.0,349.637,132.99,1.0,372.702,134.123,1.0,380.658,132.181,1.0,395.619,133.676,1.0,424.658,159.846,1.0
661,338.014,138.962,1.0,349.447,133.194,1.0,375.95,134.276,1.0,380.889,132.393,1.0,394.928,132.201,1.0,423.344,158.443,1.0
662,338.382,139.193,1.0,349.39,133.48,1.0,372.285,131.061,1.0,380.587,132.417,1.0,390.866,130.186,1.0,419.455,158.74,1.0
663,337.643,139.375,1.0,350.286,132.855,1.0,371.819,131.615,1.0,380.038,133.003,1.0,391.375,130.446,1.0,418.87,159.819,1.0
664,337.628,139.486,1.0,350.444,132.809,1.0,371.879,131.605,1.0,380.013,133.052,1.0,391.394,130.44,1.0,418.868,159.829,1.0
665,339.38,135.152,1.0,350.333,133.061,1.0,371.852,132.534,1.0,380.879,133.47,1.0,391.661,131.661,1.0,418.306,159.974,1.0
666,339.678,134.767,1.0,350.343,132.592,1.0,371.964,134.23,1.0,384.376,133.305,1.0,396.754,132.216,1.0,418.485,160.35,1.0
667,387.046,133.668,1.0,392.795,138.005,1.0,418.494,160.232,1.0,337.907,138.228,1.0,351.985,132.236,1.0,377.664,136.061,1.0
668,387.406,134.695,1.0,392.305,139.656,1.0,418.677,159.478,1.0,338.202,137.281,1.0,353.225,131.451,1.0,379.514,136.525,1.0
669,338.069,137.387,1.0,349.123,130.706,1.0,379.9,135.681,1.0,386.076,135.495,1.0,389.961,141.856,1.0,418.963,159.253,1.0
670,338.061,137.405,1.0,349.151,130.719,1.0,379.897,135.682,1.0,386.068,135.495,1.0,389.968,141.849,1.0,418.96,159.255,1.0
671,338.412,138.029,1.0,348.504,131.791,1.0,380.009,135.902,1.0,388.327,133.388,1.0,392.921,141.053,1.0,419.364,159.042,1.0
672,339.691,135.083,1.0,350.199,132.145,1.0,379.302,135.319,1.0,385.627,132.81,1.0,393.725,140.93,1.0,419.182,158.071,1.0
673,380.666,141.518,1.0,391.91,143.821,1.0,419.128,157.851,1.0,338.974,134.867,1.0,347.457,132.592,1.0,375.014,137.073,1.0
674,380.328,146.852,1.0,391.125,146.253,1.0,418.909,157.816,1.0,338.942,134.744,1.0,346.897,133.441,1.0,378.541,136.887,1.0
675,339.351,135.346,1.0,346.616,132.954,1.0,378.942,135.58,1.0,379.363,150.273,1.0,390.367,144.067,1.0,418.969,156.87,1.0
676,339.353,135.346,1.0,346.614,132.956,1.0,378.941,135.577,1.0,379.363,150.271,1.0,390.37,144.066,1.0,418.967,156.869,1.0
677,339.356,135.086,1.0,350.893,131.614,1.0,379.23,134.645,1.0,379.196,152.177,1.0,388.263,147.81,1.0,418.919,157.066,1.0
678,339.64,134.668,1.0,350.058,131.823,1.0,379.397,134.41,1.0,379.456,153.978,1.0,387.042,149.101,1.0,418.956,157.04,1.0
679,339.777,134.384,1.0,350.21,132.299,1.0,379.775,135.94,1.0,376.705,151.427,1.0,386.961,150.366,1.0,419.317,157.982,1.0
680,375.485,152.961,1.0,384.77,153.229,1.0,419.749,158.042,1.0,,,,,,,,,
681,365.128,158.935,1.0,374.751,153.428,1.0,419.558,157.447,1.0,,,,,,,,,
682,365.127,158.937,1.0,374.751,153.431,1.0,419.555,157.446,1.0,,,,,,,,,
683,363.962,159.033,1.0,371.711,155.196,1.0,418.31,156.706,1.0,,,,,,,,,
684,362.627,160.351,1.0,373.783,155.673,1.0,415.725,156.692,1.0,,,,,,,,,
685,361.972,160.27,1.0,372.258,156.662,1.0,414.025,155.844,1.0,,,,,,,,,
686,361.167,160.042,1.0,370.637,158.138,1.0,415.543,151.383,1.0,,,,,,,,,
687,359.999,163.079,1.0,371.125,158.542,1.0,414.825,150.133,1.0,,,,,,,,,
688,359.999,163.082,1.0,371.127,158.537,1.0,414.826,150.129,1.0,,,,,,,,,
689,356.656,162.98,1.0,363.835,156.931,1.0,414.024,149.312,1.0,,,,,,,,,
690,355.93,163.288,1.0,363.306,157.285,1.0,413.511,149.074,1.0,,,,,,,,,
691,355.213,162.456,1.0,363.859,156.219,1.0,413.235,148.871,1.0,,,,,,,,,
692,358.55,161.664,1.0,363.954,156.229,1.0,383.411,131.724,1.0,,,,,,,,,
693,357.521,161.142,1.0,362.998,155.467,1.0,383.474,131.784,1.0,,,,,,,,,
694,357.517,161.131,1.0,363.028,155.476,1.0,383.488,131.773,1.0,,,,,,,,,
695,357.541,161.199,1.0,362.809,156.797,1.0,382.669,132.142,1.0,,,,,,,,,
696,356.944,160.452,1.0,362.817,156.258,1.0,382.939,132.05,1.0,,,,,,,,,
697,357.008,160.261,1.0,363.045,156.109,1.0,382.969,132.005,1.0,,,,,,,,,
698,356.709,158.718,1.0,363.595,155.997,1.0,382.599,132.241,1.0,,,,,,,,,
699,355.967,157.632,1.0,363.41,156.458,1.0,381.793,132.882,1.0,,,,,,,,,
700,355.963,157.632,1.0,363.405,156.449,1.0,381.787,132.888,1.0,,,,,,,,,
701,355.431,156.124,1.0,363.48,155.401,1.0,381.69,132.859,1.0,,,,,,,,,
702,355.707,156.625,1.0,363.29,155.577,1.0,381.197,132.847,1.0,,,,,,,,,
703,354.902,156.684,1.0,362.838,154.936,1.0,381.206,132.627,1.0,,,,,,,,,
704,355.086,157.464,1.0,363.11,154.787,1.0,381.701,132.722,1.0,,,,,,,,,
705,355.07,156.96,1.0,370.641,157.838,1.0,381.579,132.643,1.0,,,,,,,,,
706,355.071,156.96,1.0,370.64,157.833,1.0,381.58,132.644,1.0,,,,,,,,,
707,355.535,156.555,1.0,371.447,157.283,1.0,381.713,132.292,1.0,,,,,,,,,
708,355.618,156.541,1.0,371.662,156.696,1.0,381.859,132.259,1.0,,,,,,,,,
709,355.106,156.074,1.0,365.093,153.074,1.0,381.774,132.726,1.0,,,,,,,,,
710,355.27,155.67,1.0,365.109,153.348,1.0,381.658,132.604,1.0,,,,,,,,,
711,354.399,152.203,1.0,364.66,151.703,1.0,381.768,132.299,1.0,,,,,,,,,
712,354.398,152.208,1.0,364.656,151.724,1.0,381.769,132.298,1.0,,,,,,,,,
713,355.417,151.55,1.0,364.955,150.568,1.0,381.84,132.711,1.0,,,,,,,,,
714,356.294,151.192,1.0,365.01,149.061,1.0,381.776,133.166,1.0,,,,,,,,,
715,356.227,151.057,1.0,365.723,149.099,1.0,381.798,133.008,1.0,,,,,,,,,
716,356.913,150.503,1.0,365.593,148.174,1.0,382.156,133.108,1.0,,,,,,,,,
717,357.549,150.554,1.0,365.879,148.792,1.0,381.999,132.964,1.0,,,,,,,,,
718,357.541,150.558,1.0,365.875,148.795,1.0,381.997,132.959,1.0,,,,,,,,,
719,357.726,149.902,1.0,366.207,148.519,1.0,381.912,133.253,1.0,,,,,,,,,
720,359.358,149.987,1.0,368.256,148.315,1.0,382.596,133.442,1.0,,,,,,,,,
721,359.336,151.584,1.0,368.103,148.887,1.0,403.831,149.233,1.0,,,,,,,,,
722,358.47,152.251,1.0,366.999,148.465,1.0,404.038,149.172,1.0,,,,,,,,,
723,357.805,152.948,1.0,376.159,149.327,1.0,381.661,131.64,1.0,,,,,,,,,
724,357.811,152.949,1.0,376.157,149.329,1.0,381.658,131.644,1.0,,,,,,,,,
725,356.225,153.413,1.0,377.484,149.292,1.0,404.379,150.058,1.0,,,,,,,,,
726,358.27,152.4,1.0,378.706,148.696,1.0,381.076,131.434,1.0,,,,,,,,,
727,358.877,151.459,1.0,379.353,148.694,1.0,404.328,149.803,1.0,,,,,,,,,
728,359.829,151.095,1.0,380.149,148.448,1.0,405.035,150.07,1.0,,,,,,,,,
729,361.43,150.054,1.0,380.251,147.403,1.0,405.667,151.401,1.0,,,,,,,,,
730,361.418,150.05,1.0,380.269,147.385,1.0,405.67,151.414,1.0,,,,,,,,,
731,361.838,150.559,1.0,381.62,144.445,1.0,379.606,132.931,1.0,,,,,,,,,
732,343.297,154.087,1.0,382.353,143.939,1.0,379.552,133.605,1.0,,,,,,,,,
733,343.209,154.148,1.0,382.649,143.653,1.0,379.422,135.168,1.0,,,,,,,,,
734,342.891,154.439,1.0,382.889,144.149,1.0,405.741,152.384,1.0,,,,,,,,,
735,342.012,153.717,1.0,348.913,142.813,1.0,379.167,137.179,1.0,,,,,,,,,
736,342.002,153.695,1.0,348.946,142.807,1.0,379.171,137.186,1.0,,,,,,,,,
737,341.253,154.433,1.0,347.786,143.093,1.0,378.768,137.507,1.0,,,,,,,,,
738,377.722,137.03,1.0,381.331,144.959,1.0,406.172,155.106,1.0,340.834,154.856,1.0,346.613,143.828,1.0,378.329,137.539,1.0
739,338.787,152.08,1.0,346.063,143.318,1.0,378.062,137.272,1.0,377.557,136.942,1.0,379.259,142.556,1.0,405.729,155.335,1.0
740,331.878,155.106,1.0,343.883,145.199,1.0,376.85,137.821,1.0,377.1,137.198,1.0,379.093,143.281,1.0,405.737,155.052,1.0
741,375.996,136.885,1.0,378.599,143.081,1.0,405.704,155.135,1.0,330.146,155.451,1.0,341.327,143.675,1.0,378.157,137.901,1.0
742,376.006,136.888,1.0,378.604,143.096,1.0,405.705,155.14,1.0,330.146,155.459,1.0,341.337,143.667,1.0,378.161,137.919,1.0
743,376.641,137.187,1.0,377.677,142.433,1.0,405.869,154.763,1.0,328.715,155.519,1.0,341.534,142.505,1.0,378.404,136.662,1.0
744,327.805,155.236,1.0,339.826,143.906,1.0,375.153,132.538,1.0,375.618,136.845,1.0,377.755,142.145,1.0,407.481,154.538,1.0
745,326.077,153.575,1.0,338.857,142.911,1.0,374.794,133.735,1.0,376.042,137.923,1.0,378.37,142.2,1.0,407.54,155.118,1.0
746,328.138,153.377,1.0,337.371,142.776,1.0,372.324,133.663,1.0,373.601,135.722,1.0,376.755,141.851,1.0,406.94,155.32,1.0
747,372.843,135.916,1.0,378.848,142.194,1.0,405.872,155.657,1.0,327.642,154.678,1.0,337.109,143.0,1.0,372.508,133.745,1.0
748,372.852,135.93,1.0,378.858,142.194,1.0,405.863,155.645,1.0,327.65,154.689,1.0,337.103,143.005,1.0,372.504,133.742,1.0
749,326.838,155.941,1.0,335.038,145.252,1.0,373.778,132.249,1.0,375.135,135.738,1.0,376.335,140.885,1.0,406.221,155.72,1.0
750,373.637,133.208,1.0,376.353,138.823,1.0,405.76,155.676,1.0,326.443,155.787,1.0,333.002,146.253,1.0,373.073,132.67,1.0
751,319.925,162.034,1.0,328.754,149.023,1.0,365.241,134.087,1.0,371.597,122.747,1.0,372.477,135.571,1.0,407.124,157.84,1.0
752,373.283,124.113,1.0,379.874,136.61,1.0,407.509,157.783,1.0,317.702,162.246,1.0,328.171,153.869,1.0,363.081,136.365,1.0
753,373.807,123.648,1.0,380.76,134.368,1.0,407.95,157.451,1.0,315.907,165.802,1.0,329.393,155.929,1.0,363.061,137.87,1.0
754,373.782,123.658,1.0,380.677,134.427,1.0,407.952,157.443,1.0,315.906,165.797,1.0,329.394,155.923,1.0,363.042,137.964,1.0
755,368.105,123.295,1.0,380.078,131.439,1.0,408.197,157.242,1.0,315.064,167.935,1.0,328.564,159.117,1.0,361.675,137.38,1.0
756,367.696,124.44,1.0,380.3,130.795,1.0,408.445,157.479,1.0,312.984,170.841,1.0,327.336,159.995,1.0,355.019,141.491,1.0
757,368.258,124.991,1.0,379.857,130.877,1.0,408.416,157.313,1.0,310.818,170.365,1.0,324.045,159.842,1.0,354.382,138.336,1.0
758,367.624,124.642,1.0,379.36,130.653,1.0,408.556,157.205,1.0,310.574,169.459,1.0,317.679,160.605,1.0,347.241,133.233,1.0
759,366.496,124.318,1.0,378.644,130.204,1.0,408.922,157.262,1.0,309.568,170.665,1.0,316.509,162.049,1.0,345.423,134.71,1.0
760,366.496,124.318,1.0,378.652,130.206,1.0,408.925,157.267,1.0,309.563,170.667,1.0,316.507,162.041,1.0,345.424,134.697,1.0
761,308.327,171.287,1.0,316.461,159.591,1.0,343.229,135.978,1.0,367.44,124.001,1.0,375.763,130.536,1.0,408.793,157.351,1.0
762,366.485,124.197,1.0,374.764,130.274,1.0,409.237,157.291,1.0,298.933,175.438,1.0,313.857,162.572,1.0,343.032,140.374,1.0
763,365.95,124.304,1.0,375.059,130.583,1.0,409.506,157.292,1.0,298.088,175.903,1.0,312.017,162.851,1.0,341.841,141.34,1.0
764,296.997,175.257,1.0,311.385,165.524,1.0,341.701,143.41,1.0,365.488,124.234,1.0,374.261,130.299,1.0,409.137,157.72,1.0
765,296.421,172.802,1.0,308.488,164.872,1.0,341.171,144.287,1.0,365.592,125.734,1.0,373.703,128.57,1.0,409.055,157.74,1.0
766,296.421,172.803,1.0,308.491,164.873,1.0,341.166,144.28,1.0,365.591,125.736,1.0,373.711,128.569,1.0,409.054,157.74,1.0
767,295.297,173.211,1.0,306.974,163.435,1.0,340.425,144.541,1.0,365.437,125.404,1.0,373.85,128.865,1.0,409.148,157.394,1.0
768,293.354,169.221,1.0,305.085,163.711,1.0,339.318,144.97,1.0,364.4,124.984,1.0,373.944,128.752,1.0,409.214,157.103,1.0
769,292.387,162.455,1.0,304.926,160.187,1.0,338.478,144.524,1.0,365.02,124.063,1.0,373.406,129.235,1.0,409.435,157.249,1.0
770,292.012,160.609,1.0,304.905,157.559,1.0,338.264,144.687,1.0,364.984,124.697,1.0,373.917,129.928,1.0,409.634,157.162,1.0
771,291.463,161.53,1.0,303.456,155.821,1.0,333.258,142.243,1.0,365.392,125.4,1.0,375.277,130.024,1.0,410.653,157.175,1.0
772,291.462,161.516,1.0,303.463,155.822,1.0,333.256,142.25,1.0,365.394,125.396,1.0,375.276,130.024,1.0,410.65,157.176,1.0
773,292.329,161.612,1.0,307.203,158.059,1.0,332.918,142.489,1.0,370.851,127.877,1.0,377.459,136.374,1.0,411.16,157.5,1.0
774,370.027,137.547,1.0,377.874,143.397,1.0,411.45,156.81,1.0,292.257,162.427,1.0,306.723,158.558,1.0,333.647,143.5,1.0
775,284.616,161.655,1.0,298.582,161.368,1.0,333.061,144.026,1.0,374.688,136.45,1.0,379.294,145.142,1.0,411.92,156.606,1.0
776,374.813,138.758,1.0,380.783,147.503,1.0,411.845,156.458,1.0,282.182,160.149,1.0,297.107,160.979,1.0,332.38,146.689,1.0
777,376.37,140.043,1.0,382.995,140.83,1.0,411.829,156.387,1.0,282.285,159.652,1.0,299.275,159.472,1.0,331.57,147.226,1.0
778,376.367,140.042,1.0,382.994,140.834,1.0,411.831,156.393,1.0,282.283,159.652,1.0,299.272,159.478,1.0,331.57,147.22,1.0
779,375.649,142.292,1.0,382.74,142.004,1.0,412.019,156.611,1.0,280.956,159.154,1.0,298.386,159.325,1.0,329.768,147.112,1.0
780,374.562,143.073,1.0,387.425,140.447,1.0,411.597,156.868,1.0,279.305,158.478,1.0,297.96,159.762,1.0,329.601,146.957,1.0
781,375.311,143.579,1.0,387.941,141.561,1.0,411.266,156.929,1.0,279.926,155.005,1.0,292.772,160.034,1.0,323.14,147.39,1.0
782,272.669,151.378,1.0,285.234,157.15,1.0,322.635,147.223,1.0,375.35,143.717,1.0,387.535,142.472,1.0,374.603,141.598,1.0
783,271.981,149.396,1.0,283.63,156.19,1.0,321.712,147.963,1.0,374.163,143.938,1.0,386.457,143.186,1.0,373.817,141.868,1.0
784,271.984,149.388,1.0,283.603,156.202,1.0,321.68,147.98,1.0,374.156,143.938,1.0,386.45,143.187,1.0,373.81,141.863,1.0
785,272.548,148.494,1.0,282.591,155.105,1.0,320.991,148.8,1.0,372.831,144.007,1.0,384.602,143.703,1.0,373.686,142.721,1.0
786,271.694,149.254,1.0,281.316,154.132,1.0,320.078,149.35,1.0,374.997,139.122,1.0,384.694,142.164,1.0,374.023,141.809,1.0
787,271.16,149.959,1.0,284.185,150.428,1.0,320.297,150.656,1.0,373.705,137.46,1.0,381.771,141.105,1.0,372.069,142.77,1.0
788,269.576,146.995,1.0,284.191,148.626,1.0,319.185,153.103,1.0,372.568,137.685,1.0,380.155,141.441,1.0,371.133,143.722,1.0
789,269.325,146.609,1.0,284.293,147.673,1.0,318.746,152.048,1.0,372.851,138.715,1.0,378.044,142.092,1.0,371.252,143.949,1.0
790,269.326,146.617,1.0,284.287,147.664,1.0,318.756,152.049,1.0,372.85,138.709,1.0,378.037,142.085,1.0,371.251,143.953,1.0
791,274.017,137.956,1.0,284.783,145.734,1.0,317.946,151.951,1.0,370.908,134.715,1.0,380.389,139.509,1.0,367.914,138.764,1.0
792,269.311,140.989,1.0,283.672,143.928,1.0,317.672,151.806,1.0,370.436,133.851,1.0,376.627,145.749,1.0,367.572,138.336,1.0
793,371.478,134.213,1.0,375.781,145.712,1.0,408.366,156.721,1.0,267.56,138.474,1.0,277.492,140.026,1.0,317.346,151.677,1.0
794,266.805,136.047,1.0,278.843,142.541,1.0,316.974,152.105,1.0,372.075,134.81,1.0,375.792,145.464,1.0,407.996,156.471,1.0
795,265.673,135.547,1.0,277.755,143.588,1.0,316.164,151.96,1.0,372.93,135.178,1.0,376.164,145.431,1.0,408.037,156.496,1.0
796,265.671,135.553,1.0,277.759,143.581,1.0,316.175,151.967,1.0,372.892,135.143,1.0,376.139,145.413,1.0,408.106,156.481,1.0
797,373.841,136.244,1.0,377.362,145.632,1.0,407.868,156.512,1.0,260.494,132.15,1.0,275.12,142.735,1.0,312.692,153.883,1.0
798,374.776,135.064,1.0,379.164,145.829,1.0,407.607,156.556,1.0,260.126,131.877,1.0,273.936,141.102,1.0,309.317,154.143,1.0
799,374.843,134.825,1.0,379.341,145.523,1.0,407.334,156.689,1.0,260.496,129.977,1.0,268.112,137.384,1.0,307.836,153.956,1.0
800,375.156,134.53,1.0,379.737,145.696,1.0,407.165,156.694,1.0,258.86,128.099,1.0,270.242,131.612,1.0,306.79,154.21,1.0
801,372.978,135.425,1.0,380.288,146.326,1.0,407.04,156.877,1.0,258.395,126.934,1.0,270.619,130.337,1.0,305.46,153.141,1.0
802,372.982,135.423,1.0,380.286,146.326,1.0,407.04,156.877,1.0,258.404,126.937,1.0,270.611,130.342,1.0,305.457,153.14,1.0
803,375.108,137.549,1.0,380.439,147.448,1.0,406.531,156.624,1.0,256.81,122.931,1.0,269.312,128.946,1.0,304.007,151.199,1.0
804,254.99,124.571,1.0,267.942,128.831,1.0,302.016,150.87,1.0,376.09,140.23,1.0,378.706,139.097,1.0,405.992,156.634,1.0
805,256.81,120.497,1.0,267.814,128.543,1.0,300.851,150.152,1.0,376.538,141.609,1.0,379.868,139.869,1.0,405.845,156.773,1.0
806,254.721,121.407,1.0,267.125,127.824,1.0,299.752,148.944,1.0,376.612,143.291,1.0,381.216,140.943,1.0,405.83,156.73,1.0
807,255.459,120.722,1.0,266.49,127.048,1.0,299.763,147.008,1.0,377.764,143.509,1.0,384.133,141.24,1.0,406.454,156.901,1.0
808,255.4,120.739,1.0,266.471,127.035,1.0,299.75,147.01,1.0,377.769,143.504,1.0,384.139,141.236,1.0,406.45,156.901,1.0
809,255.664,120.712,1.0,266.486,126.915,1.0,299.732,145.922,1.0,377.941,143.674,1.0,384.612,141.628,1.0,406.738,156.917,1.0
810,255.425,121.057,1.0,266.682,126.693,1.0,299.232,145.469,1.0,377.64,143.816,1.0,384.924,141.935,1.0,406.932,156.779,1.0
811,377.813,144.32,1.0,387.232,143.699,1.0,407.823,156.809,1.0,254.738,121.687,1.0,266.057,126.466,1.0,298.943,145.28,1.0
812,377.728,143.879,1.0,388.266,143.469,1.0,408.438,156.856,1.0,254.367,122.106,1.0,266.802,126.978,1.0,299.427,145.608,1.0
813,377.528,143.621,1.0,387.602,143.308,1.0,408.309,156.82,1.0,256.032,117.944,1.0,267.377,127.095,1.0,299.884,146.184,1.0
814,377.53,143.618,1.0,387.626,143.292,1.0,408.296,156.84,1.0,256.054,117.942,1.0,267.398,127.09,1.0,299.881,146.194,1.0
815,376.982,143.453,1.0,386.018,142.349,1.0,407.308,156.602,1.0,255.848,118.856,1.0,267.355,127.299,1.0,299.952,145.916,1.0
816,376.252,143.463,1.0,385.488,141.554,1.0,407.071,156.25,1.0,254.51,124.361,1.0,267.089,128.268,1.0,300.067,146.108,1.0
817,253.758,125.95,1.0,266.74,128.493,1.0,300.177,146.041,1.0,376.495,143.478,1.0,385.469,140.931,1.0,406.862,156.146,1.0
818,376.575,143.715,1.0,386.159,141.397,1.0,406.671,156.247,1.0,252.615,126.821,1.0,267.257,128.443,1.0,300.415,146.335,1.0
819,376.138,144.265,1.0,386.445,142.052,1.0,406.938,156.41,1.0,251.392,127.543,1.0,262.544,130.207,1.0,300.414,146.465,1.0
