scorer,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000,DLC_dlcrnetms5_openfieldMay31shuffle1_200000
individuals,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse1,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2,mouse2
bodyparts,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase,nose,nose,nose,neck,neck,neck,tailbase,tailbase,tailbase
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
2716,213.371,146.648,1.0,219.492,142.53,1.0,242.879,134.195,1.0,492.126,260.304,1.0,496.761,269.348,1.0,482.674,311.281,1.0
2717,213.087,147.403,1.0,219.324,142.773,1.0,243.037,134.172,1.0,492.177,260.878,1.0,496.809,268.989,1.0,483.277,310.824,1.0
2718,213.15,147.378,1.0,219.042,142.561,1.0,243.331,134.498,1.0,491.21,260.204,1.0,496.481,268.675,1.0,483.66,310.81,1.0
2719,212.924,147.769,1.0,218.993,142.606,1.0,243.522,134.463,1.0,490.96,259.749,1.0,496.046,269.088,1.0,483.789,310.79,1.0
2720,213.437,147.707,1.0,219.336,142.786,1.0,243.357,134.534,1.0,490.729,259.151,1.0,489.461,273.23,1.0,483.81,310.037,1.0
2721,213.037,147.946,1.0,219.666,142.85,1.0,243.287,134.243,1.0,490.297,259.779,1.0,494.666,268.084,1.0,484.159,309.439,1.0
2722,213.035,147.949,1.0,219.668,142.854,1.0,243.283,134.239,1.0,490.294,259.778,1.0,494.661,268.085,1.0,484.15,309.438,1.0
2723,213.076,146.595,1.0,219.901,142.09,1.0,243.051,134.376,1.0,490.233,260.58,1.0,495.278,268.563,1.0,484.414,309.274,1.0
2724,213.096,147.439,1.0,219.742,142.387,1.0,243.495,134.253,1.0,488.871,261.351,1.0,494.888,268.842,1.0,484.263,309.203,1.0
2725,213.383,147.159,1.0,219.971,142.598,1.0,243.037,134.412,1.0,483.807,258.54,1.0,488.033,273.661,1.0,484.994,308.43,1.0
2726,212.868,146.368,1.0,219.704,142.52,1.0,242.652,134.708,1.0,482.389,258.03,1.0,491.41,269.739,1.0,485.669,306.806,1.0
2727,212.687,146.94,1.0,220.008,142.706,1.0,242.713,134.712,1.0,481.034,258.48,1.0,490.586,269.295,1.0,486.989,304.424,1.0
2728,212.681,146.927,1.0,220.007,142.705,1.0,242.711,134.712,1.0,481.044,258.482,1.0,490.589,269.294,1.0,486.982,304.423,1.0
2729,212.677,147.128,1.0,219.871,142.596,1.0,242.715,134.574,1.0,479.787,259.538,1.0,489.842,269.513,1.0,488.407,303.24,1.0
2730,212.938,147.415,1.0,219.948,142.713,1.0,243.001,134.246,1.0,475.841,260.855,1.0,486.733,269.897,1.0,487.907,302.232,1.0
2731,213.482,146.992,1.0,219.824,142.639,1.0,243.105,134.355,1.0,474.526,261.143,1.0,486.364,270.712,1.0,489.315,302.63,1.0
2732,213.432,146.98,1.0,220.153,142.659,1.0,243.074,134.175,1.0,472.676,260.417,1.0,483.059,271.633,1.0,491.299,304.006,1.0
2733,469.214,258.449,1.0,474.997,270.324,1.0,491.227,302.839,1.0,213.396,147.343,1.0,219.97,142.864,1.0,243.235,133.908,1.0
2734,469.211,258.448,1.0,474.994,270.323,1.0,491.228,302.837,1.0,213.397,147.292,1.0,219.953,142.846,1.0,243.233,133.926,1.0
2735,213.335,147.613,1.0,220.32,143.019,1.0,243.009,133.912,1.0,468.666,258.294,1.0,472.553,267.571,1.0,492.233,302.084,1.0
2736,213.173,147.222,1.0,219.797,142.93,1.0,243.082,134.103,1.0,466.91,258.318,1.0,474.058,260.592,1.0,491.518,301.669,1.0
2737,212.95,147.271,1.0,219.48,142.9,1.0,242.956,134.336,1.0,468.713,247.964,1.0,474.419,257.318,1.0,491.656,300.766,1.0
2738,213.37,146.733,1.0,219.15,142.594,1.0,243.485,133.69,1.0,458.731,250.606,1.0,475.604,256.255,1.0,491.551,290.402,1.0
2739,213.604,147.203,1.0,219.424,142.811,1.0,243.287,134.018,1.0,455.743,247.139,1.0,470.736,257.7,1.0,489.489,287.486,1.0
2740,213.593,147.123,1.0,219.356,142.725,1.0,243.257,133.972,1.0,455.736,247.137,1.0,470.731,257.693,1.0,489.488,287.492,1.0
2741,213.473,146.897,1.0,219.007,142.716,1.0,243.215,134.329,1.0,456.454,241.816,1.0,467.354,254.983,1.0,486.214,289.056,1.0
2742,213.324,146.795,1.0,219.035,142.331,1.0,243.078,134.308,1.0,458.692,236.774,1.0,461.372,244.51,1.0,482.942,284.096,1.0
2743,213.409,146.858,1.0,219.339,142.533,1.0,243.023,134.386,1.0,456.864,235.367,1.0,461.761,240.744,1.0,480.927,278.814,1.0
2744,213.324,146.969,1.0,219.232,142.681,1.0,243.026,134.421,1.0,455.974,232.046,1.0,462.18,239.625,1.0,480.823,276.931,1.0
2745,213.158,146.567,1.0,218.937,142.65,1.0,242.972,134.423,1.0,449.571,229.326,1.0,460.978,239.0,1.0,477.682,272.906,1.0
2746,213.164,146.555,1.0,218.942,142.648,1.0,242.973,134.426,1.0,449.546,229.352,1.0,460.973,239.011,1.0,477.671,272.91,1.0
2747,448.892,230.852,1.0,454.634,241.78,1.0,477.778,272.287,1.0,213.195,146.607,1.0,218.987,142.562,1.0,242.985,134.495,1.0
2748,213.263,148.018,1.0,219.278,143.044,1.0,243.116,134.479,1.0,449.252,229.636,1.0,460.651,237.484,1.0,478.681,274.293,1.0
2749,213.081,147.047,1.0,219.509,142.461,1.0,242.995,134.307,1.0,449.777,229.554,1.0,460.132,235.391,1.0,478.598,271.03,1.0
2750,212.853,145.128,1.0,219.622,142.028,1.0,242.757,134.034,1.0,450.049,227.521,1.0,459.192,233.534,1.0,479.67,269.873,1.0
2751,212.924,145.953,1.0,219.543,142.225,1.0,242.82,134.269,1.0,443.092,224.416,1.0,457.725,231.164,1.0,478.455,268.194,1.0
2752,212.922,145.957,1.0,219.542,142.227,1.0,242.818,134.264,1.0,443.091,224.414,1.0,457.737,231.165,1.0,478.45,268.202,1.0
2753,213.136,146.428,1.0,219.608,142.155,1.0,242.972,134.387,1.0,438.943,220.551,1.0,454.887,226.474,1.0,476.045,262.191,1.0
2754,213.325,147.428,1.0,219.46,142.701,1.0,243.43,134.125,1.0,441.012,215.783,1.0,450.87,218.532,1.0,471.737,256.6,1.0
2755,211.858,151.601,1.0,219.481,144.565,1.0,243.537,134.503,1.0,437.177,213.407,1.0,442.59,225.128,1.0,465.977,257.273,1.0
2756,212.101,151.666,1.0,218.92,144.486,1.0,243.408,134.532,1.0,437.246,212.591,1.0,439.503,221.214,1.0,463.717,256.706,1.0
2757,212.749,150.38,1.0,219.171,143.934,1.0,243.541,134.368,1.0,437.934,205.042,1.0,438.857,218.355,1.0,464.732,253.346,1.0
2758,212.746,150.376,1.0,219.174,143.934,1.0,243.537,134.367,1.0,437.93,205.044,1.0,438.872,218.364,1.0,464.729,253.346,1.0
2759,213.254,147.909,1.0,219.165,143.114,1.0,243.049,134.278,1.0,436.899,201.424,1.0,442.18,211.372,1.0,463.746,253.22,1.0
2760,213.046,147.579,1.0,219.211,142.527,1.0,242.603,134.449,1.0,436.683,200.56,1.0,442.734,209.34,1.0,461.871,251.846,1.0
2761,212.957,147.118,1.0,219.165,142.299,1.0,242.569,134.508,1.0,437.54,200.447,1.0,444.129,209.088,1.0,460.342,247.662,1.0
2762,212.822,146.807,1.0,219.171,142.272,1.0,242.674,134.462,1.0,438.471,202.783,1.0,444.74,209.732,1.0,460.388,251.917,1.0
2763,211.938,147.106,1.0,218.509,142.242,1.0,242.917,134.678,1.0,438.821,201.83,1.0,445.779,209.354,1.0,461.053,252.086,1.0
2764,211.944,147.102,1.0,218.506,142.245,1.0,242.91,134.67,1.0,438.799,201.861,1.0,445.739,209.212,1.0,461.035,252.079,1.0
2765,211.336,146.138,1.0,217.937,141.625,1.0,242.71,134.546,1.0,441.475,200.82,1.0,445.896,209.019,1.0,460.608,252.03,1.0
2766,211.859,145.314,1.0,217.951,141.427,1.0,243.007,134.253,1.0,441.477,202.254,1.0,448.402,209.768,1.0,460.917,252.083,1.0
2767,211.252,144.913,1.0,217.778,141.189,1.0,243.189,133.855,1.0,442.203,203.403,1.0,449.563,208.432,1.0,461.243,252.242,1.0
2768,212.734,143.971,1.0,218.109,140.906,1.0,243.102,133.74,1.0,443.128,204.335,1.0,451.254,210.827,1.0,461.946,252.174,1.0
2769,212.15,143.151,1.0,217.552,140.783,1.0,242.811,134.032,1.0,444.106,204.162,1.0,445.074,215.424,1.0,462.292,252.788,1.0
2770,212.149,143.15,1.0,217.55,140.782,1.0,242.813,134.029,1.0,444.084,204.18,1.0,445.079,215.431,1.0,462.277,252.789,1.0
2771,212.759,144.23,1.0,217.711,141.0,1.0,242.957,134.101,1.0,444.082,204.881,1.0,445.082,216.031,1.0,462.259,252.995,1.0
2772,212.396,143.832,1.0,217.194,141.191,1.0,242.717,134.129,1.0,444.946,204.792,1.0,445.556,216.724,1.0,462.908,253.388,1.0
2773,211.701,143.807,1.0,217.105,141.395,1.0,242.665,134.142,1.0,445.072,204.792,1.0,449.96,215.762,1.0,462.909,253.938,1.0
2774,446.041,204.992,1.0,451.463,218.024,1.0,463.073,254.146,1.0,211.784,141.226,1.0,218.485,140.697,1.0,242.444,134.147,1.0
2775,452.093,211.511,1.0,453.359,222.485,1.0,463.133,256.669,1.0,211.902,140.648,1.0,218.766,140.841,1.0,242.413,134.934,1.0
2776,452.082,211.512,1.0,453.379,222.49,1.0,463.134,256.67,1.0,211.909,140.654,1.0,218.769,140.834,1.0,242.421,134.929,1.0
2777,211.684,140.102,1.0,218.599,140.739,1.0,242.669,134.343,1.0,454.881,216.074,1.0,456.596,223.486,1.0,463.05,259.301,1.0
2778,211.649,136.7,1.0,218.626,139.602,1.0,242.453,134.426,1.0,459.657,218.234,1.0,460.033,224.028,1.0,461.864,256.462,1.0
2779,466.214,215.979,1.0,462.341,225.1,1.0,461.397,256.004,1.0,209.171,135.77,1.0,218.652,138.791,1.0,242.507,134.433,1.0
2780,209.792,132.311,1.0,218.719,134.187,1.0,242.539,134.245,1.0,467.757,217.896,1.0,463.692,225.671,1.0,461.12,256.132,1.0
2781,469.038,219.177,1.0,463.333,226.694,1.0,461.243,256.04,1.0,209.966,129.749,1.0,219.525,132.431,1.0,242.493,134.022,1.0
2782,469.036,219.172,1.0,463.324,226.693,1.0,461.237,256.037,1.0,209.959,129.75,1.0,219.529,132.434,1.0,242.493,134.015,1.0
2783,212.153,125.361,1.0,221.376,130.993,1.0,243.299,133.436,1.0,473.232,220.298,1.0,463.501,229.509,1.0,461.136,255.689,1.0
2784,212.498,124.813,1.0,221.979,130.691,1.0,243.412,133.837,1.0,474.084,222.977,1.0,463.707,228.139,1.0,461.302,255.767,1.0
2785,212.657,124.306,1.0,221.869,130.927,1.0,243.019,134.139,1.0,476.472,220.56,1.0,466.203,224.926,1.0,460.913,256.058,1.0
2786,212.729,123.264,1.0,222.18,130.16,1.0,243.088,133.468,1.0,482.791,214.867,1.0,472.788,219.132,1.0,460.312,255.906,1.0
2787,212.958,123.308,1.0,222.236,130.063,1.0,243.355,133.857,1.0,489.156,218.929,1.0,473.817,222.289,1.0,462.017,257.711,1.0
2788,212.96,123.311,1.0,222.234,130.064,1.0,243.357,133.858,1.0,489.161,218.935,1.0,473.817,222.287,1.0,462.018,257.71,1.0
2789,213.087,123.261,1.0,222.538,129.594,1.0,243.498,134.816,1.0,488.999,212.717,1.0,475.552,220.681,1.0,459.756,254.494,1.0
2790,213.328,122.856,1.0,222.921,129.308,1.0,243.548,134.541,1.0,490.546,209.652,1.0,484.801,216.948,1.0,458.726,253.59,1.0
2791,213.388,122.58,1.0,223.194,128.624,1.0,243.604,135.009,1.0,500.37,207.322,1.0,488.713,213.907,1.0,457.884,242.818,1.0
2792,214.425,119.03,1.0,223.086,125.326,1.0,244.029,139.807,1.0,501.961,203.003,1.0,489.842,212.914,1.0,459.606,239.524,1.0
2793,213.868,121.04,1.0,223.596,125.106,1.0,243.562,142.889,1.0,502.835,202.311,1.0,494.548,209.956,1.0,464.302,242.113,1.0
2794,213.867,121.042,1.0,223.596,125.108,1.0,243.562,142.897,1.0,502.834,202.313,1.0,494.548,209.952,1.0,464.299,242.112,1.0
2795,215.201,121.466,1.0,219.739,129.241,1.0,244.227,143.754,1.0,503.1,201.46,1.0,495.131,207.936,1.0,464.876,239.917,1.0
2796,212.486,119.99,1.0,219.556,129.231,1.0,245.542,143.887,1.0,506.32,198.923,1.0,491.011,207.301,1.0,465.604,239.542,1.0
2797,214.658,118.822,1.0,223.536,128.993,1.0,241.835,143.866,1.0,,,,,,,,,
2798,219.216,121.775,1.0,220.649,131.47,1.0,242.639,146.489,1.0,,,,,,,,,
2799,219.554,121.804,1.0,226.356,125.714,1.0,242.721,148.77,1.0,504.367,187.699,1.0,496.177,198.925,1.0,469.678,226.525,1.0
2800,219.558,121.809,1.0,226.352,125.7,1.0,242.755,148.742,1.0,504.36,187.645,1.0,496.162,198.921,1.0,469.675,226.527,1.0
2801,,,,,,,,,,,,,,,,,,
2802,220.518,123.201,1.0,228.001,125.495,1.0,243.314,150.796,1.0,497.066,182.944,1.0,496.924,190.826,1.0,473.619,221.292,1.0
2803,499.69,180.474,1.0,492.611,191.832,1.0,471.758,223.124,1.0,220.673,123.838,1.0,220.833,128.827,1.0,242.311,152.203,1.0
2804,500.514,174.916,1.0,492.978,189.812,1.0,477.108,223.956,1.0,227.482,120.058,1.0,223.65,128.051,1.0,242.192,155.622,1.0
2805,234.311,116.756,1.0,233.704,124.842,1.0,236.224,147.984,1.0,,,,,,,,,
2806,234.318,116.762,1.0,233.704,124.822,1.0,236.228,147.986,1.0,,,,,,,,,
2807,235.004,118.444,1.0,231.489,128.875,1.0,236.549,161.163,1.0,499.567,168.728,1.0,497.907,180.364,1.0,479.692,224.013,1.0
2808,496.918,168.092,1.0,498.451,178.241,1.0,480.57,219.651,1.0,236.08,119.275,1.0,237.114,120.013,1.0,237.013,160.898,1.0
2809,239.772,120.979,1.0,235.075,129.127,1.0,236.916,159.74,1.0,497.223,164.955,1.0,496.693,175.457,1.0,483.259,216.563,1.0
2810,240.966,119.927,1.0,236.064,127.953,1.0,237.125,159.593,1.0,499.045,163.525,1.0,493.941,176.435,1.0,484.076,215.388,1.0
2811,241.898,119.126,1.0,236.415,126.786,1.0,236.123,159.565,1.0,500.387,159.566,1.0,493.877,173.53,1.0,483.035,212.472,1.0
2812,241.894,119.123,1.0,236.416,126.783,1.0,236.129,159.569,1.0,500.375,159.569,1.0,493.883,173.537,1.0,483.032,212.447,1.0
2813,242.053,118.684,1.0,236.975,126.01,1.0,235.408,158.807,1.0,501.926,158.428,1.0,493.724,171.291,1.0,482.224,209.103,1.0
2814,243.86,118.134,1.0,238.201,125.693,1.0,234.874,158.233,1.0,502.512,156.668,1.0,494.016,169.995,1.0,482.105,205.696,1.0
2815,244.429,118.158,1.0,242.182,122.456,1.0,233.886,157.554,1.0,505.448,152.301,1.0,495.053,167.464,1.0,483.247,208.087,1.0
2816,503.717,153.229,1.0,496.009,163.852,1.0,485.171,206.627,1.0,244.785,119.123,1.0,242.11,123.399,1.0,233.296,157.369,1.0
2817,502.609,149.172,1.0,495.261,160.733,1.0,485.455,204.948,1.0,245.971,119.452,1.0,242.62,123.453,1.0,232.753,157.398,1.0
2818,502.608,149.173,1.0,495.263,160.733,1.0,485.454,204.947,1.0,245.969,119.459,1.0,242.622,123.469,1.0,232.736,157.4,1.0
2819,501.515,147.452,1.0,496.174,157.706,1.0,486.482,204.05,1.0,245.797,119.572,1.0,243.417,122.571,1.0,231.064,158.567,1.0
2820,498.849,146.094,1.0,496.342,159.344,1.0,487.26,204.391,1.0,246.855,118.592,1.0,244.943,121.329,1.0,228.73,154.569,1.0
2821,497.627,147.29,1.0,495.879,157.204,1.0,488.642,196.266,1.0,246.3,118.395,1.0,244.307,121.23,1.0,228.197,154.282,1.0
2822,491.602,141.806,1.0,494.674,157.526,1.0,490.052,193.494,1.0,246.658,117.87,1.0,244.258,120.632,1.0,227.896,154.421,1.0
2823,246.1,118.773,1.0,243.159,122.209,1.0,227.298,154.804,1.0,491.999,141.496,1.0,496.652,149.25,1.0,490.535,192.418,1.0
2824,246.148,118.725,1.0,243.11,122.171,1.0,227.295,154.801,1.0,492.0,141.494,1.0,496.653,149.251,1.0,490.536,192.417,1.0
2825,244.607,118.734,1.0,241.715,121.651,1.0,227.362,154.455,1.0,489.829,140.47,1.0,497.382,145.82,1.0,492.555,191.089,1.0
2826,244.701,117.671,1.0,241.83,121.242,1.0,226.966,154.647,1.0,489.842,140.431,1.0,496.496,145.946,1.0,492.518,191.17,1.0
2827,243.271,117.477,1.0,241.031,119.671,1.0,227.018,155.124,1.0,488.667,139.957,1.0,496.04,144.69,1.0,492.251,190.883,1.0
2828,243.228,117.569,1.0,241.11,119.012,1.0,228.224,150.67,1.0,488.003,140.031,1.0,495.262,145.33,1.0,491.172,190.435,1.0
2829,242.625,117.45,1.0,240.147,119.097,1.0,228.402,150.615,1.0,488.427,140.451,1.0,494.269,146.65,1.0,490.177,189.975,1.0
2830,242.624,117.455,1.0,240.146,119.096,1.0,228.4,150.606,1.0,488.426,140.45,1.0,494.268,146.649,1.0,490.177,189.974,1.0
2831,242.08,118.02,1.0,239.719,120.367,1.0,227.919,150.161,1.0,488.305,138.131,1.0,494.911,145.003,1.0,489.909,190.188,1.0
2832,240.663,118.3,1.0,237.28,124.315,1.0,227.275,150.361,1.0,488.627,137.72,1.0,494.403,143.588,1.0,489.759,189.322,1.0
2833,242.32,116.814,1.0,237.938,124.227,1.0,227.185,150.655,1.0,487.311,137.433,1.0,493.702,142.619,1.0,490.186,189.397,1.0
2834,241.21,116.756,1.0,236.865,124.51,1.0,227.314,150.568,1.0,485.42,136.921,1.0,492.388,142.841,1.0,490.112,189.663,1.0
2835,240.334,117.553,1.0,236.556,124.364,1.0,226.871,155.063,1.0,484.68,136.549,1.0,487.768,145.891,1.0,490.747,189.418,1.0
2836,240.334,117.563,1.0,236.55,124.363,1.0,226.87,155.054,1.0,484.679,136.55,1.0,487.769,145.894,1.0,490.743,189.42,1.0
2837,239.826,117.419,1.0,236.323,123.831,1.0,226.732,155.279,1.0,484.058,136.635,1.0,487.522,146.796,1.0,490.823,189.282,1.0
2838,238.735,115.63,1.0,236.113,123.729,1.0,226.724,155.39,1.0,476.441,140.171,1.0,486.427,145.328,1.0,491.063,189.288,1.0
2839,237.993,116.304,1.0,236.103,123.017,1.0,227.04,155.796,1.0,475.195,140.646,1.0,484.593,143.803,1.0,490.98,189.224,1.0
2840,236.553,117.493,1.0,235.474,123.678,1.0,227.159,155.777,1.0,473.865,136.872,1.0,482.977,139.08,1.0,491.913,183.299,1.0
2841,472.563,136.363,1.0,482.083,146.43,1.0,491.629,182.429,1.0,236.502,116.312,1.0,235.432,123.861,1.0,227.338,155.644,1.0
2842,472.56,136.377,1.0,482.085,146.415,1.0,491.639,182.436,1.0,236.444,116.304,1.0,235.451,123.88,1.0,227.308,155.654,1.0
2843,474.181,132.799,1.0,481.722,143.945,1.0,491.799,179.477,1.0,236.371,115.947,1.0,235.119,124.037,1.0,227.434,155.532,1.0
2844,474.674,131.837,1.0,482.629,142.909,1.0,491.229,175.201,1.0,235.667,115.951,1.0,234.551,124.394,1.0,227.541,155.426,1.0
2845,474.618,130.621,1.0,482.362,140.927,1.0,491.142,175.67,1.0,234.748,115.464,1.0,233.93,124.784,1.0,227.504,155.33,1.0
2846,233.139,116.304,1.0,233.342,125.703,1.0,227.221,155.433,1.0,477.237,125.749,1.0,482.885,138.613,1.0,493.147,176.232,1.0
2847,233.017,116.481,1.0,233.22,125.743,1.0,227.0,155.311,1.0,478.791,124.583,1.0,479.364,133.441,1.0,492.312,174.175,1.0
2848,233.016,116.473,1.0,233.224,125.742,1.0,226.997,155.31,1.0,478.79,124.581,1.0,479.365,133.443,1.0,492.312,174.174,1.0
2849,232.82,117.171,1.0,233.119,125.831,1.0,226.939,155.538,1.0,484.406,122.389,1.0,480.333,130.477,1.0,491.848,173.618,1.0
2850,233.005,117.239,1.0,232.799,125.663,1.0,227.118,155.424,1.0,486.324,120.667,1.0,481.002,128.351,1.0,490.226,173.348,1.0
2851,233.203,117.524,1.0,233.155,125.608,1.0,226.708,156.217,1.0,483.9,122.463,1.0,482.852,127.509,1.0,490.27,173.355,1.0
2852,233.334,116.939,1.0,233.035,125.121,1.0,226.053,156.727,1.0,486.951,121.859,1.0,483.564,126.895,1.0,489.772,173.369,1.0
2853,233.833,116.107,1.0,231.755,123.279,1.0,225.81,157.356,1.0,488.271,120.601,1.0,484.523,125.79,1.0,489.469,173.681,1.0
2854,233.835,116.105,1.0,231.757,123.276,1.0,225.814,157.355,1.0,488.269,120.6,1.0,484.521,125.789,1.0,489.469,173.682,1.0
2855,233.63,118.604,1.0,231.067,128.064,1.0,225.015,158.695,1.0,486.635,118.653,1.0,485.035,124.722,1.0,489.361,173.451,1.0
2856,235.687,120.668,1.0,235.28,123.117,1.0,221.471,160.249,1.0,486.746,117.603,1.0,485.344,124.459,1.0,489.883,173.545,1.0
2857,237.012,122.48,1.0,234.246,127.023,1.0,220.856,160.679,1.0,486.765,117.624,1.0,485.166,124.666,1.0,489.791,173.188,1.0
2858,240.891,123.073,1.0,236.198,128.267,1.0,220.061,160.804,1.0,487.095,117.659,1.0,485.662,125.168,1.0,489.903,173.343,1.0
2859,242.606,123.742,1.0,235.366,129.921,1.0,219.377,160.781,1.0,487.607,120.486,1.0,485.426,126.643,1.0,490.316,174.09,1.0
2860,242.604,123.743,1.0,235.344,129.938,1.0,219.357,160.789,1.0,487.61,120.481,1.0,485.429,126.648,1.0,490.314,174.086,1.0
2861,243.582,123.996,1.0,234.577,131.075,1.0,218.447,160.449,1.0,488.836,118.052,1.0,485.523,127.024,1.0,490.708,174.732,1.0
2862,245.772,123.506,1.0,238.782,130.499,1.0,218.155,160.24,1.0,490.768,122.812,1.0,490.751,128.38,1.0,491.086,174.322,1.0
2863,247.007,123.33,1.0,239.244,130.587,1.0,217.837,159.952,1.0,492.643,123.669,1.0,491.055,129.495,1.0,491.278,173.715,1.0
2864,247.137,120.143,1.0,239.859,127.356,1.0,218.132,159.714,1.0,496.416,122.796,1.0,493.203,129.015,1.0,490.702,173.666,1.0
2865,249.171,121.641,1.0,241.132,127.105,1.0,217.904,159.306,1.0,495.944,121.834,1.0,494.479,127.956,1.0,490.2,173.062,1.0
2866,249.171,121.641,1.0,241.132,127.103,1.0,217.904,159.306,1.0,495.952,121.834,1.0,494.476,127.964,1.0,490.212,173.08,1.0
2867,249.551,120.915,1.0,241.645,125.969,1.0,217.777,159.075,1.0,495.061,120.98,1.0,494.445,127.746,1.0,489.524,172.685,1.0
2868,247.54,121.083,1.0,242.722,124.804,1.0,218.113,158.679,1.0,495.941,120.816,1.0,494.949,127.15,1.0,489.129,172.733,1.0
2869,247.61,120.135,1.0,244.449,125.916,1.0,217.964,158.372,1.0,494.059,121.869,1.0,494.862,128.497,1.0,488.644,173.063,1.0
2870,247.268,119.324,1.0,244.355,125.337,1.0,218.052,158.314,1.0,494.122,121.875,1.0,494.331,128.762,1.0,488.623,173.083,1.0
2871,245.945,119.345,1.0,243.67,125.654,1.0,218.562,158.476,1.0,493.873,122.042,1.0,493.829,129.594,1.0,489.136,172.62,1.0
2872,245.948,119.346,1.0,243.665,125.652,1.0,218.555,158.475,1.0,493.88,122.051,1.0,493.816,129.602,1.0,489.129,172.625,1.0
2873,248.598,120.642,1.0,242.859,125.637,1.0,218.272,158.613,1.0,493.644,121.646,1.0,493.83,128.992,1.0,489.478,172.364,1.0
2874,492.282,122.236,1.0,493.426,130.545,1.0,489.769,172.528,1.0,247.377,121.654,1.0,241.926,126.116,1.0,218.456,158.681,1.0
2875,243.061,119.616,1.0,238.198,128.009,1.0,217.941,158.725,1.0,492.33,123.371,1.0,493.037,132.236,1.0,489.82,172.966,1.0
2876,239.339,121.078,1.0,236.889,128.845,1.0,217.71,158.392,1.0,492.619,123.7,1.0,493.031,133.794,1.0,490.296,173.096,1.0
2877,238.359,120.706,1.0,236.331,128.338,1.0,217.599,157.833,1.0,492.672,123.682,1.0,493.183,133.52,1.0,491.041,173.5,1.0
2878,238.359,120.707,1.0,236.328,128.34,1.0,217.602,157.836,1.0,492.673,123.682,1.0,493.183,133.518,1.0,491.047,173.496,1.0
2879,238.28,118.688,1.0,235.619,128.047,1.0,217.639,157.955,1.0,493.326,123.499,1.0,492.773,133.111,1.0,490.704,173.556,1.0
2880,237.187,118.552,1.0,234.889,127.949,1.0,217.586,158.208,1.0,495.362,121.633,1.0,493.648,132.056,1.0,490.265,173.156,1.0
2881,237.352,118.434,1.0,234.827,127.749,1.0,217.514,158.185,1.0,496.244,120.387,1.0,494.048,131.128,1.0,489.77,173.057,1.0
2882,236.713,118.183,1.0,234.328,128.128,1.0,217.619,158.318,1.0,494.425,120.145,1.0,496.071,129.427,1.0,489.592,173.115,1.0
2883,236.401,118.285,1.0,234.107,128.845,1.0,217.332,158.067,1.0,494.455,120.257,1.0,495.498,129.27,1.0,489.528,172.933,1.0
2884,236.401,118.286,1.0,234.108,128.844,1.0,217.333,158.066,1.0,494.449,120.245,1.0,495.499,129.265,1.0,489.5,172.945,1.0
2885,494.433,119.862,1.0,496.652,129.302,1.0,489.932,173.131,1.0,238.637,120.612,1.0,238.453,124.825,1.0,217.049,158.152,1.0
2886,494.317,120.217,1.0,496.316,128.905,1.0,489.698,173.172,1.0,239.062,122.078,1.0,238.358,125.91,1.0,217.022,158.276,1.0
2887,240.226,122.226,1.0,238.322,126.149,1.0,216.464,158.23,1.0,493.613,120.822,1.0,496.182,128.55,1.0,489.842,173.45,1.0
2888,246.632,120.047,1.0,237.98,127.646,1.0,216.836,159.087,1.0,494.062,121.048,1.0,495.543,128.922,1.0,489.78,173.222,1.0
2889,249.604,120.61,1.0,237.852,128.529,1.0,216.98,159.063,1.0,493.708,120.741,1.0,496.314,127.683,1.0,489.611,173.551,1.0
2890,249.599,120.605,1.0,237.849,128.525,1.0,216.978,159.059,1.0,493.711,120.741,1.0,496.314,127.686,1.0,489.608,173.555,1.0
2891,247.705,120.074,1.0,238.045,128.547,1.0,217.326,158.913,1.0,493.478,120.059,1.0,496.136,127.138,1.0,490.08,173.543,1.0
2892,249.103,120.686,1.0,238.311,128.54,1.0,217.7,158.387,1.0,490.39,119.402,1.0,496.047,125.272,1.0,490.651,173.982,1.0
2893,249.496,121.195,1.0,238.429,128.371,1.0,217.905,158.068,1.0,489.917,119.313,1.0,495.814,124.608,1.0,490.192,173.696,1.0
